net,length_um
_05433_,12.37µm
_05519_,12.37µm
_05684_,12.37µm
_05832_,12.37µm
_06188_,12.37µm
_06292_,12.37µm
_06502_,12.37µm
_06781_,12.37µm
_06813_,12.37µm
_07091_,12.37µm
_07553_,12.37µm
_07743_,12.37µm
_08187_,12.37µm
_08248_,12.37µm
_08258_,12.37µm
_08308_,12.37µm
_08335_,12.37µm
_08339_,12.37µm
_08384_,12.37µm
_08426_,12.37µm
_08676_,12.37µm
_08704_,12.37µm
_08843_,12.37µm
_08997_,12.37µm
_09277_,12.37µm
_09776_,12.37µm
_09947_,12.37µm
_10103_,12.37µm
_10248_,12.37µm
_10438_,12.37µm
_10676_,12.37µm
_10712_,12.37µm
_11078_,12.37µm
_11348_,12.37µm
_11642_,12.37µm
_11668_,12.37µm
_11750_,12.37µm
_12037_,12.37µm
_12422_,12.37µm
_12758_,12.37µm
_12815_,12.37µm
_12901_,12.37µm
_12963_,12.37µm
_13326_,12.37µm
_13361_,12.37µm
_13526_,12.37µm
_13591_,12.37µm
_14062_,12.37µm
_14268_,12.37µm
_14338_,12.37µm
_14395_,12.37µm
_14571_,12.37µm
_14771_,12.37µm
_14809_,12.37µm
_14882_,12.37µm
_15372_,12.37µm
_15727_,12.37µm
_15755_,12.37µm
_15870_,12.37µm
_16085_,12.37µm
_16116_,12.37µm
_16209_,12.37µm
_16220_,12.37µm
_16303_,12.37µm
_16327_,12.37µm
_16342_,12.37µm
_16534_,12.37µm
_16718_,12.37µm
_16928_,12.37µm
_16986_,12.37µm
_17134_,12.37µm
_17141_,12.37µm
_17203_,12.37µm
_17356_,12.37µm
u_integration_final.integration_inst.reg_bank_inst.rows_a_d\[1\]\[1\],12.37µm
net2955,12.37µm
net3560,12.37µm
_00536_,12.32µm
_00578_,12.32µm
_00657_,12.32µm
_00827_,12.32µm
_01006_,12.32µm
_01245_,12.32µm
_01647_,12.32µm
_01749_,12.32µm
_01820_,12.32µm
_02371_,12.32µm
_02445_,12.32µm
_02639_,12.32µm
_02706_,12.32µm
_02773_,12.32µm
_02792_,12.32µm
_02959_,12.32µm
_03155_,12.32µm
_03430_,12.32µm
_03666_,12.32µm
_03776_,12.32µm
_04017_,12.32µm
_04081_,12.32µm
_04264_,12.32µm
_04384_,12.32µm
_04405_,12.32µm
_04434_,12.32µm
_04451_,12.32µm
_04481_,12.32µm
_04784_,12.32µm
_05030_,12.32µm
_05249_,12.32µm
_05347_,12.32µm
_05362_,12.32µm
_05413_,12.32µm
_05434_,12.32µm
_05464_,12.32µm
_05478_,12.32µm
_06081_,12.32µm
_06348_,12.32µm
_06364_,12.32µm
_06483_,12.32µm
_06549_,12.32µm
_06555_,12.32µm
_06816_,12.32µm
_06851_,12.32µm
_06999_,12.32µm
_07103_,12.32µm
_07400_,12.32µm
_07529_,12.32µm
_07633_,12.32µm
_07962_,12.32µm
_08267_,12.32µm
_08343_,12.32µm
_08369_,12.32µm
_08551_,12.32µm
_08595_,12.32µm
_08646_,12.32µm
_08737_,12.32µm
_08844_,12.32µm
_09068_,12.32µm
_09122_,12.32µm
_09344_,12.32µm
_09396_,12.32µm
_09420_,12.32µm
_09536_,12.32µm
_09754_,12.32µm
_09810_,12.32µm
_10089_,12.32µm
_10098_,12.32µm
_10185_,12.32µm
_10269_,12.32µm
_10549_,12.32µm
_11010_,12.32µm
_11342_,12.32µm
_11377_,12.32µm
_11587_,12.32µm
_11824_,12.32µm
_11847_,12.32µm
_11925_,12.32µm
_11956_,12.32µm
_12056_,12.32µm
_12072_,12.32µm
_12126_,12.32µm
_12161_,12.32µm
_12256_,12.32µm
_12358_,12.32µm
_12373_,12.32µm
_12429_,12.32µm
_12434_,12.32µm
_12982_,12.32µm
_13044_,12.32µm
_13164_,12.32µm
_13231_,12.32µm
_13443_,12.32µm
_13553_,12.32µm
_13744_,12.32µm
_13766_,12.32µm
_13876_,12.32µm
_13998_,12.32µm
_14006_,12.32µm
_14139_,12.32µm
_14242_,12.32µm
_14300_,12.32µm
_14355_,12.32µm
_14443_,12.32µm
_14454_,12.32µm
_14499_,12.32µm
_14532_,12.32µm
_14560_,12.32µm
_14747_,12.32µm
_14854_,12.32µm
_14977_,12.32µm
_15147_,12.32µm
_15211_,12.32µm
_15480_,12.32µm
_15489_,12.32µm
_15609_,12.32µm
_15675_,12.32µm
_15777_,12.32µm
_15794_,12.32µm
_15943_,12.32µm
_16368_,12.32µm
_16423_,12.32µm
_16441_,12.32µm
_16529_,12.32µm
_16679_,12.32µm
_16842_,12.32µm
_17236_,12.32µm
_17291_,12.32µm
_17447_,12.32µm
_17470_,12.32µm
_17585_,12.32µm
_17607_,12.32µm
u_integration_final.integration_inst.quantizer_inst.target_dtype_0\[0\],12.32µm
net857,12.32µm
net1588,12.32µm
net2135,12.32µm
net2683,12.32µm
net3284,12.32µm
_15409_,12.09µm
_06405_,11.96µm
_13516_,11.96µm
_05596_,11.91µm
_05963_,11.91µm
_06127_,11.91µm
_09770_,11.91µm
_10091_,11.91µm
_11114_,11.91µm
_11457_,11.91µm
_11984_,11.91µm
_12374_,11.91µm
_13195_,11.91µm
_13319_,11.91µm
_13537_,11.91µm
_15868_,11.91µm
_16717_,11.91µm
_16743_,11.91µm
_17608_,11.91µm
u_integration_final.integration_inst.reg_bank_inst.accum\[4\]\[21\],11.91µm
u_integration_final.integration_inst.reg_bank_inst.accum\[5\]\[3\],11.91µm
u_integration_final.uart_inst.ut.bitCount\[1\],11.91µm
_01603_,11.86µm
_01704_,11.86µm
_02864_,11.86µm
_02955_,11.86µm
_03317_,11.86µm
_03618_,11.86µm
_04042_,11.86µm
_04239_,11.86µm
_04565_,11.86µm
_05178_,11.86µm
_05312_,11.86µm
_05319_,11.86µm
_05579_,11.86µm
_05877_,11.86µm
_05950_,11.86µm
_06120_,11.86µm
_06170_,11.86µm
_07119_,11.86µm
_07855_,11.86µm
_08514_,11.86µm
_08588_,11.86µm
_08768_,11.86µm
_08867_,11.86µm
_09026_,11.86µm
_09422_,11.86µm
_09775_,11.86µm
_10043_,11.86µm
_10080_,11.86µm
_10306_,11.86µm
_11556_,11.86µm
_11623_,11.86µm
_11726_,11.86µm
_11758_,11.86µm
_11986_,11.86µm
_12001_,11.86µm
_12062_,11.86µm
_12082_,11.86µm
_12522_,11.86µm
_12640_,11.86µm
_12656_,11.86µm
_12727_,11.86µm
_12798_,11.86µm
_12899_,11.86µm
_13406_,11.86µm
_13497_,11.86µm
_13613_,11.86µm
_13688_,11.86µm
_13779_,11.86µm
_13950_,11.86µm
_13962_,11.86µm
_14262_,11.86µm
_14265_,11.86µm
_14932_,11.86µm
_15077_,11.86µm
_15097_,11.86µm
_15201_,11.86µm
_15292_,11.86µm
_15519_,11.86µm
_15534_,11.86µm
_15638_,11.86µm
_16013_,11.86µm
_16068_,11.86µm
_16098_,11.86µm
_16512_,11.86µm
_16530_,11.86µm
_16678_,11.86µm
_16692_,11.86µm
_16750_,11.86µm
_16851_,11.86µm
_17001_,11.86µm
_17305_,11.86µm
_17317_,11.86µm
_17584_,11.86µm
_17594_,11.86µm
_17623_,11.86µm
u_integration_final.integration_inst.quantizer_inst.shifted_data\[42\],11.86µm
u_integration_final.integration_inst.reg_bank_inst.accum\[4\]\[19\],11.86µm
net1681,11.86µm
net1682,11.86µm
_00056_,11.81µm
_00192_,11.81µm
_00567_,11.81µm
_00595_,11.81µm
_00798_,11.81µm
_00859_,11.81µm
_00956_,11.81µm
_01039_,11.81µm
_01062_,11.81µm
_01080_,11.81µm
_01112_,11.81µm
_01192_,11.81µm
_01198_,11.81µm
_01514_,11.81µm
_01539_,11.81µm
_01659_,11.81µm
_01767_,11.81µm
_02050_,11.81µm
_02057_,11.81µm
_02165_,11.81µm
_02170_,11.81µm
_02247_,11.81µm
_02453_,11.81µm
_02532_,11.81µm
_02631_,11.81µm
_02677_,11.81µm
_02758_,11.81µm
_02844_,11.81µm
_03054_,11.81µm
_03123_,11.81µm
_03231_,11.81µm
_03551_,11.81µm
_03640_,11.81µm
_04115_,11.81µm
_04133_,11.81µm
_04215_,11.81µm
_04250_,11.81µm
_04449_,11.81µm
_04452_,11.81µm
_04522_,11.81µm
_04571_,11.81µm
_04631_,11.81µm
_04829_,11.81µm
_04921_,11.81µm
_05198_,11.81µm
_05261_,11.81µm
_05335_,11.81µm
_05470_,11.81µm
_05670_,11.81µm
_05842_,11.81µm
_05864_,11.81µm
_05903_,11.81µm
_05925_,11.81µm
_06092_,11.81µm
_06442_,11.81µm
_06467_,11.81µm
_06891_,11.81µm
_06913_,11.81µm
_06956_,11.81µm
_07002_,11.81µm
_07048_,11.81µm
_07255_,11.81µm
_07431_,11.81µm
_07664_,11.81µm
_07807_,11.81µm
_08249_,11.81µm
_08608_,11.81µm
_08968_,11.81µm
_09036_,11.81µm
_09184_,11.81µm
_09613_,11.81µm
_09635_,11.81µm
_09650_,11.81µm
_09833_,11.81µm
_10009_,11.81µm
_10167_,11.81µm
_10258_,11.81µm
_10272_,11.81µm
_10281_,11.81µm
_10610_,11.81µm
_10709_,11.81µm
_11051_,11.81µm
_11501_,11.81µm
_11620_,11.81µm
_11653_,11.81µm
_11809_,11.81µm
_11889_,11.81µm
_12103_,11.81µm
_12766_,11.81µm
_12892_,11.81µm
_13059_,11.81µm
_13089_,11.81µm
_13171_,11.81µm
_13217_,11.81µm
_13457_,11.81µm
_13511_,11.81µm
_13552_,11.81µm
_13743_,11.81µm
_14009_,11.81µm
_14163_,11.81µm
_14228_,11.81µm
_14345_,11.81µm
_14408_,11.81µm
_14513_,11.81µm
_14724_,11.81µm
_15012_,11.81µm
_15260_,11.81µm
_15310_,11.81µm
_15514_,11.81µm
_15650_,11.81µm
_15674_,11.81µm
_15881_,11.81µm
_16113_,11.81µm
_16168_,11.81µm
_16434_,11.81µm
_16526_,11.81µm
_17277_,11.81µm
_17349_,11.81µm
_17554_,11.81µm
u_integration_final.integration_inst.command_parser_inst.i_data_rd\[4\],11.81µm
u_integration_final.integration_inst.mac_grid_inst.overflow_array\[6\]\[0\],11.81µm
u_integration_final.integration_inst.quantizer_inst.target_dtype_1\[1\],11.81µm
u_integration_final.integration_inst.reg_bank_inst.accum\[6\]\[15\],11.81µm
u_integration_final.integration_inst.reg_bank_inst.accum\[8\]\[15\],11.81µm
net3116,11.81µm
_00463_,11.76µm
_00629_,11.76µm
_00836_,11.76µm
_01376_,11.76µm
_01416_,11.76µm
_01444_,11.76µm
_01634_,11.76µm
_01811_,11.76µm
_01867_,11.76µm
_02150_,11.76µm
_02232_,11.76µm
_02521_,11.76µm
_02740_,11.76µm
_02891_,11.76µm
_02918_,11.76µm
_03063_,11.76µm
_03144_,11.76µm
_03251_,11.76µm
_03423_,11.76µm
_03791_,11.76µm
_03836_,11.76µm
_03846_,11.76µm
_04138_,11.76µm
_04165_,11.76µm
_04224_,11.76µm
_04599_,11.76µm
_04651_,11.76µm
_04739_,11.76µm
_05024_,11.76µm
_05049_,11.76µm
_05111_,11.76µm
_05145_,11.76µm
_05436_,11.76µm
_05506_,11.76µm
_05560_,11.76µm
_05628_,11.76µm
_05680_,11.76µm
_05761_,11.76µm
_05939_,11.76µm
_05955_,11.76µm
_06361_,11.76µm
_06365_,11.76µm
_06476_,11.76µm
_06558_,11.76µm
_06692_,11.76µm
_06759_,11.76µm
_06856_,11.76µm
_06949_,11.76µm
_06957_,11.76µm
_07032_,11.76µm
_07176_,11.76µm
_07880_,11.76µm
_07964_,11.76µm
_08043_,11.76µm
_08046_,11.76µm
_08115_,11.76µm
_08139_,11.76µm
_08208_,11.76µm
_08246_,11.76µm
_08594_,11.76µm
_08965_,11.76µm
_08971_,11.76µm
_09039_,11.76µm
_09108_,11.76µm
_09162_,11.76µm
_09194_,11.76µm
_09209_,11.76µm
_09709_,11.76µm
_09893_,11.76µm
_09973_,11.76µm
_10083_,11.76µm
_10399_,11.76µm
_10499_,11.76µm
_10603_,11.76µm
_10622_,11.76µm
_10665_,11.76µm
_10748_,11.76µm
_10795_,11.76µm
_10981_,11.76µm
_11007_,11.76µm
_11124_,11.76µm
_11333_,11.76µm
_11409_,11.76µm
_11588_,11.76µm
_11846_,11.76µm
_12098_,11.76µm
_12134_,11.76µm
_12137_,11.76µm
_12165_,11.76µm
_12207_,11.76µm
_12273_,11.76µm
_13236_,11.76µm
_13749_,11.76µm
_13780_,11.76µm
_13902_,11.76µm
_13912_,11.76µm
_13958_,11.76µm
_14089_,11.76µm
_14133_,11.76µm
_14325_,11.76µm
_14374_,11.76µm
_14381_,11.76µm
_14389_,11.76µm
_14546_,11.76µm
_14816_,11.76µm
_14898_,11.76µm
_14921_,11.76µm
_15069_,11.76µm
_15076_,11.76µm
_15192_,11.76µm
_15206_,11.76µm
_15692_,11.76µm
_15724_,11.76µm
_15741_,11.76µm
_15751_,11.76µm
_15829_,11.76µm
_15833_,11.76µm
_15837_,11.76µm
_15852_,11.76µm
_15900_,11.76µm
_15912_,11.76µm
_15983_,11.76µm
_16052_,11.76µm
_16516_,11.76µm
_16622_,11.76µm
_16629_,11.76µm
_16691_,11.76µm
_16760_,11.76µm
_16820_,11.76µm
_16885_,11.76µm
_17058_,11.76µm
_17089_,11.76µm
_17112_,11.76µm
_17253_,11.76µm
_17440_,11.76µm
_17517_,11.76µm
u_integration_final.integration_inst.command_parser_inst.i_data_rd\[7\],11.76µm
u_integration_final.integration_inst.command_parser_inst.o_quantizer_scale\[23\],11.76µm
u_integration_final.integration_inst.mac_grid_inst.overflow_array\[7\]\[0\],11.76µm
u_integration_final.integration_inst.quantizer_inst.added_data\[17\],11.76µm
u_integration_final.integration_inst.quantizer_inst.added_data\[41\],11.76µm
net1153,11.76µm
net1187,11.76µm
net1562,11.76µm
net1650,11.76µm
net2073,11.76µm
net2248,11.76µm
net2607,11.76µm
net3117,11.76µm
_03837_,11.48µm
_13076_,11.4µm
_02140_,11.35µm
_04079_,11.35µm
_04868_,11.35µm
_06371_,11.35µm
_06491_,11.35µm
_06698_,11.35µm
_07064_,11.35µm
_08853_,11.35µm
_09078_,11.35µm
_09380_,11.35µm
_11963_,11.35µm
_12053_,11.35µm
_12519_,11.35µm
_14393_,11.35µm
_16018_,11.35µm
_17634_,11.35µm
_00001_,11.3µm
_02485_,11.3µm
_02562_,11.3µm
_02883_,11.3µm
_02919_,11.3µm
_03001_,11.3µm
_03005_,11.3µm
_03019_,11.3µm
_03026_,11.3µm
_03078_,11.3µm
_03425_,11.3µm
_03509_,11.3µm
_03584_,11.3µm
_03715_,11.3µm
_04169_,11.3µm
_04297_,11.3µm
_04629_,11.3µm
_04655_,11.3µm
_04727_,11.3µm
_04758_,11.3µm
_04773_,11.3µm
_04811_,11.3µm
_05013_,11.3µm
_05520_,11.3µm
_05573_,11.3µm
_05784_,11.3µm
_05856_,11.3µm
_06115_,11.3µm
_06269_,11.3µm
_06298_,11.3µm
_06311_,11.3µm
_06326_,11.3µm
_06484_,11.3µm
_06727_,11.3µm
_08221_,11.3µm
_10620_,11.3µm
_11015_,11.3µm
_11163_,11.3µm
_11405_,11.3µm
_11410_,11.3µm
_11634_,11.3µm
_11793_,11.3µm
_12494_,11.3µm
_12599_,11.3µm
_12607_,11.3µm
_12663_,11.3µm
_12664_,11.3µm
_13097_,11.3µm
_13533_,11.3µm
_13901_,11.3µm
_14063_,11.3µm
_14236_,11.3µm
_14358_,11.3µm
_14705_,11.3µm
_14985_,11.3µm
_15038_,11.3µm
_15093_,11.3µm
_15225_,11.3µm
_15246_,11.3µm
_15402_,11.3µm
_15583_,11.3µm
_15978_,11.3µm
_16099_,11.3µm
_16443_,11.3µm
_16467_,11.3µm
_16497_,11.3µm
_16777_,11.3µm
_16844_,11.3µm
_16891_,11.3µm
_17414_,11.3µm
_17575_,11.3µm
_17588_,11.3µm
u_integration_final.integration_inst.reg_bank_inst.accum\[8\]\[6\],11.3µm
_00019_,11.25µm
_00929_,11.25µm
_01076_,11.25µm
_01081_,11.25µm
_01194_,11.25µm
_01383_,11.25µm
_01502_,11.25µm
_01562_,11.25µm
_01730_,11.25µm
_01754_,11.25µm
_02021_,11.25µm
_02248_,11.25µm
_02749_,11.25µm
_02785_,11.25µm
_02800_,11.25µm
_02865_,11.25µm
_03058_,11.25µm
_03074_,11.25µm
_03094_,11.25µm
_03115_,11.25µm
_03285_,11.25µm
_03513_,11.25µm
_03703_,11.25µm
_03787_,11.25µm
_04062_,11.25µm
_04331_,11.25µm
_04718_,11.25µm
_04869_,11.25µm
_04983_,11.25µm
_05292_,11.25µm
_05383_,11.25µm
_05491_,11.25µm
_05493_,11.25µm
_05990_,11.25µm
_06104_,11.25µm
_06157_,11.25µm
_06172_,11.25µm
_06197_,11.25µm
_06236_,11.25µm
_06322_,11.25µm
_06446_,11.25µm
_06701_,11.25µm
_06778_,11.25µm
_06859_,11.25µm
_07013_,11.25µm
_07028_,11.25µm
_07290_,11.25µm
_07332_,11.25µm
_07411_,11.25µm
_07418_,11.25µm
_07533_,11.25µm
_07659_,11.25µm
_08326_,11.25µm
_08577_,11.25µm
_08908_,11.25µm
_08911_,11.25µm
_08974_,11.25µm
_09015_,11.25µm
_09029_,11.25µm
_09407_,11.25µm
_09468_,11.25µm
_09525_,11.25µm
_09677_,11.25µm
_09682_,11.25µm
_09873_,11.25µm
_09880_,11.25µm
_09905_,11.25µm
_09992_,11.25µm
_10013_,11.25µm
_10482_,11.25µm
_10636_,11.25µm
_10745_,11.25µm
_10788_,11.25µm
_10939_,11.25µm
_11429_,11.25µm
_11827_,11.25µm
_12211_,11.25µm
_12544_,11.25µm
_12630_,11.25µm
_12708_,11.25µm
_12962_,11.25µm
_13117_,11.25µm
_13222_,11.25µm
_13554_,11.25µm
_13623_,11.25µm
_13664_,11.25µm
_14136_,11.25µm
_14342_,11.25µm
_14485_,11.25µm
_14554_,11.25µm
_14581_,11.25µm
_14866_,11.25µm
_15772_,11.25µm
_15774_,11.25µm
_15930_,11.25µm
_16505_,11.25µm
_16787_,11.25µm
_16863_,11.25µm
_16960_,11.25µm
_16979_,11.25µm
_17007_,11.25µm
_17031_,11.25µm
_17107_,11.25µm
_17327_,11.25µm
_17340_,11.25µm
_17493_,11.25µm
_17508_,11.25µm
u_integration_final.integration_inst.reg_bank_inst.accum\[1\]\[0\],11.25µm
u_integration_final.integration_inst.reg_bank_inst.accum\[2\]\[3\],11.25µm
u_integration_final.uart_inst.ut.dataBuf\[3\],11.25µm
net694,11.25µm
net1385,11.25µm
net1931,11.25µm
net3922,11.25µm
_00062_,11.2µm
_00066_,11.2µm
_00129_,11.2µm
_00700_,11.2µm
_00796_,11.2µm
_00976_,11.2µm
_00995_,11.2µm
_01367_,11.2µm
_02131_,11.2µm
_02204_,11.2µm
_02281_,11.2µm
_02287_,11.2µm
_02358_,11.2µm
_02362_,11.2µm
_02367_,11.2µm
_02405_,11.2µm
_02454_,11.2µm
_02523_,11.2µm
_02550_,11.2µm
_02722_,11.2µm
_02847_,11.2µm
_02940_,11.2µm
_03037_,11.2µm
_03107_,11.2µm
_03197_,11.2µm
_03395_,11.2µm
_03569_,11.2µm
_03821_,11.2µm
_04036_,11.2µm
_04120_,11.2µm
_04371_,11.2µm
_04525_,11.2µm
_04532_,11.2µm
_04547_,11.2µm
_04781_,11.2µm
_04841_,11.2µm
_05206_,11.2µm
_05370_,11.2µm
_05447_,11.2µm
_05457_,11.2µm
_05515_,11.2µm
_05543_,11.2µm
_05585_,11.2µm
_05602_,11.2µm
_05846_,11.2µm
_05994_,11.2µm
_06009_,11.2µm
_06185_,11.2µm
_06251_,11.2µm
_06256_,11.2µm
_06696_,11.2µm
_06733_,11.2µm
_06782_,11.2µm
_07118_,11.2µm
_07288_,11.2µm
_07341_,11.2µm
_07350_,11.2µm
_07710_,11.2µm
_07729_,11.2µm
_08086_,11.2µm
_08096_,11.2µm
_08108_,11.2µm
_08288_,11.2µm
_08398_,11.2µm
_08400_,11.2µm
_08431_,11.2µm
_08450_,11.2µm
_08756_,11.2µm
_08894_,11.2µm
_08940_,11.2µm
_09127_,11.2µm
_09182_,11.2µm
_09333_,11.2µm
_09432_,11.2µm
_09627_,11.2µm
_09731_,11.2µm
_09773_,11.2µm
_10739_,11.2µm
_10755_,11.2µm
_11030_,11.2µm
_11069_,11.2µm
_11093_,11.2µm
_11133_,11.2µm
_11186_,11.2µm
_11441_,11.2µm
_11453_,11.2µm
_11552_,11.2µm
_11555_,11.2µm
_11615_,11.2µm
_11741_,11.2µm
_11746_,11.2µm
_11802_,11.2µm
_11825_,11.2µm
_12058_,11.2µm
_12112_,11.2µm
_12139_,11.2µm
_12143_,11.2µm
_12171_,11.2µm
_12209_,11.2µm
_12275_,11.2µm
_12325_,11.2µm
_12455_,11.2µm
_12518_,11.2µm
_12524_,11.2µm
_12529_,11.2µm
_12542_,11.2µm
_12566_,11.2µm
_12838_,11.2µm
_12925_,11.2µm
_13022_,11.2µm
_13132_,11.2µm
_13560_,11.2µm
_13681_,11.2µm
_13711_,11.2µm
_13756_,11.2µm
_13846_,11.2µm
_13993_,11.2µm
_14162_,11.2µm
_14431_,11.2µm
_14474_,11.2µm
_14498_,11.2µm
_14598_,11.2µm
_14779_,11.2µm
_14955_,11.2µm
_14956_,11.2µm
_15073_,11.2µm
_15156_,11.2µm
_15218_,11.2µm
_15379_,11.2µm
_15393_,11.2µm
_15487_,11.2µm
_15743_,11.2µm
_15767_,11.2µm
_15898_,11.2µm
_16008_,11.2µm
_16352_,11.2µm
_16556_,11.2µm
_16806_,11.2µm
_16840_,11.2µm
_17018_,11.2µm
_17065_,11.2µm
_17150_,11.2µm
_17274_,11.2µm
_17410_,11.2µm
_17450_,11.2µm
_17612_,11.2µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[2\].COL_LOOP\[1\].mac_inst.o_result\[8\],11.2µm
u_integration_final.integration_inst.mac_grid_inst.overflow_array\[4\]\[0\],11.2µm
u_integration_final.integration_inst.quantizer_inst.zp_0\[0\],11.2µm
u_integration_final.uart_inst.bg.counter\[27\],11.2µm
net231,11.2µm
net403,11.2µm
net683,11.2µm
net982,11.2µm
net1315,11.2µm
net1729,11.2µm
net1988,11.2µm
net2087,11.2µm
net3396,11.2µm
net3549,11.2µm
_15849_,10.92µm
u_integration_final.uart_inst.bg.counter\[20\],10.92µm
_15536_,10.84µm
_02784_,10.79µm
_02880_,10.79µm
_02921_,10.79µm
_04124_,10.79µm
_04310_,10.79µm
_04330_,10.79µm
_06301_,10.79µm
_09081_,10.79µm
_09716_,10.79µm
_12378_,10.79µm
_12593_,10.79µm
_12715_,10.79µm
_12737_,10.79µm
_14215_,10.79µm
_14451_,10.79µm
_14867_,10.79µm
_15129_,10.79µm
_15855_,10.79µm
_01447_,10.74µm
_01698_,10.74µm
_01707_,10.74µm
_01849_,10.74µm
_03331_,10.74µm
_03889_,10.74µm
_03902_,10.74µm
_04057_,10.74µm
_04145_,10.74µm
_04424_,10.74µm
_04468_,10.74µm
_04771_,10.74µm
_04885_,10.74µm
_05603_,10.74µm
_05644_,10.74µm
_05857_,10.74µm
_05893_,10.74µm
_06227_,10.74µm
_06376_,10.74µm
_06510_,10.74µm
_06667_,10.74µm
_06958_,10.74µm
_07072_,10.74µm
_07730_,10.74µm
_07989_,10.74µm
_08576_,10.74µm
_08604_,10.74µm
_08919_,10.74µm
_09125_,10.74µm
_09144_,10.74µm
_09325_,10.74µm
_09729_,10.74µm
_10102_,10.74µm
_10456_,10.74µm
_10496_,10.74µm
_11337_,10.74µm
_11474_,10.74µm
_11511_,10.74µm
_11608_,10.74µm
_11698_,10.74µm
_11886_,10.74µm
_11957_,10.74µm
_12071_,10.74µm
_12217_,10.74µm
_12568_,10.74µm
_12602_,10.74µm
_12636_,10.74µm
_12703_,10.74µm
_13229_,10.74µm
_13301_,10.74µm
_13365_,10.74µm
_13403_,10.74µm
_13761_,10.74µm
_14299_,10.74µm
_14452_,10.74µm
_15200_,10.74µm
_15275_,10.74µm
_15319_,10.74µm
_15533_,10.74µm
_15643_,10.74µm
_15932_,10.74µm
_15948_,10.74µm
_15960_,10.74µm
_16033_,10.74µm
_16063_,10.74µm
_16244_,10.74µm
_16500_,10.74µm
_16597_,10.74µm
_16650_,10.74µm
_16774_,10.74µm
u_integration_final.integration_inst.mac_grid_inst.ROW_LOOP\[1\].COL_LOOP\[1\].mac_inst.product\[11\],10.74µm
u_integration_final.integration_inst.reg_bank_inst.accum\[5\]\[6\],10.74µm
u_integration_final.integration_inst.reg_bank_inst.accum\[7\]\[11\],10.74µm
u_integration_final.integration_inst.reg_bank_inst.mat_arr\[19\]\[6\],10.74µm
net2400,10.74µm
_00597_,10.69µm
_00734_,10.69µm
_00757_,10.69µm
_00968_,10.69µm
_01071_,10.69µm
_01082_,10.69µm
_01186_,10.69µm
_01218_,10.69µm
_01263_,10.69µm
_01265_,10.69µm
_01266_,10.69µm
_01287_,10.69µm
_01306_,10.69µm
_01394_,10.69µm
_01396_,10.69µm
_01522_,10.69µm
_01526_,10.69µm
_01590_,10.69µm
_02305_,10.69µm
_02390_,10.69µm
_02556_,10.69µm
_02648_,10.69µm
_02983_,10.69µm
_03029_,10.69µm
_03228_,10.69µm
_03376_,10.69µm
_03390_,10.69µm
_03810_,10.69µm
_03963_,10.69µm
_04004_,10.69µm
_04039_,10.69µm
_04213_,10.69µm
_04363_,10.69µm
_04779_,10.69µm
_04786_,10.69µm
_04904_,10.69µm
_04919_,10.69µm
_05012_,10.69µm
_05144_,10.69µm
_05390_,10.69µm
_05444_,10.69µm
_05517_,10.69µm
_05566_,10.69µm
_05789_,10.69µm
_05808_,10.69µm
_06084_,10.69µm
_06137_,10.69µm
_06208_,10.69µm
_06329_,10.69µm
_06336_,10.69µm
_06422_,10.69µm
_06894_,10.69µm
_06982_,10.69µm
_07023_,10.69µm
_07140_,10.69µm
_07150_,10.69µm
_07576_,10.69µm
_07890_,10.69µm
_08138_,10.69µm
_08322_,10.69µm
_08331_,10.69µm
_08612_,10.69µm
_08694_,10.69µm
_08744_,10.69µm
_08808_,10.69µm
_08983_,10.69µm
_09280_,10.69µm
_09482_,10.69µm
_09491_,10.69µm
_09544_,10.69µm
_09633_,10.69µm
_09829_,10.69µm
_09987_,10.69µm
_10016_,10.69µm
_10055_,10.69µm
_10747_,10.69µm
_11285_,10.69µm
_11383_,10.69µm
_11455_,10.69µm
_11652_,10.69µm
_11672_,10.69µm
_12030_,10.69µm
_12086_,10.69µm
_12326_,10.69µm
_12549_,10.69µm
_12625_,10.69µm
_12648_,10.69µm
_12665_,10.69µm
_12669_,10.69µm
_12743_,10.69µm
_12904_,10.69µm
_12921_,10.69µm
_13151_,10.69µm
_13237_,10.69µm
_13331_,10.69µm
_13354_,10.69µm
_13576_,10.69µm
_13922_,10.69µm
_13999_,10.69µm
_14024_,10.69µm
_14164_,10.69µm
_14284_,10.69µm
_14442_,10.69µm
_14511_,10.69µm
_14611_,10.69µm
_14631_,10.69µm
_14690_,10.69µm
_14765_,10.69µm
_14941_,10.69µm
_15009_,10.69µm
_15176_,10.69µm
_15321_,10.69µm
_15360_,10.69µm
_15545_,10.69µm
_15581_,10.69µm
_15811_,10.69µm
_15920_,10.69µm
_15931_,10.69µm
_16306_,10.69µm
_16310_,10.69µm
_16541_,10.69µm
_16626_,10.69µm
_16700_,10.69µm
_16751_,10.69µm
_16790_,10.69µm
_16902_,10.69µm
_17117_,10.69µm
_17147_,10.69µm
_17240_,10.69µm
_17246_,10.69µm
_17395_,10.69µm
_17402_,10.69µm
_17456_,10.69µm
_17507_,10.69µm
net3,10.69µm
u_integration_final.integration_inst.quantizer_inst.added_data\[44\],10.69µm
u_integration_final.integration_inst.reg_bank_inst.matrix_signed\[1\]\[0\],10.69µm
net1983,10.69µm
net2604,10.69µm
